name,link,imageURL,ingredients,time,portion,viewNumber,reviewNumber
[원볼베이킹] 갓 구워 먹는 그 맛은 최고!! 생크림 플레인 스콘 굽기 - 레시피 有,https://www.10000recipe.com/recipe/6871919,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/28/b53b955699e75f919f1968d4ea2c0e681_m.jpg,"중력분, 설탕, 소금, 베이킹파우더, 생크림, 꿀",60,4,64000,86
라볶이보다 맛있는 당면볶이,https://www.10000recipe.com/recipe/6857986,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/06/2aec883af1fd8db30b182c0287863e6f1_m.jpg,"당면, 대파, 어묵, 물, 고추장, 고추가루, 설탕, 올리고당, 간장, 맛술, 후추, 다진마늘",15,1,107000,56
깔끔매콤 차돌박이 숙주찜,https://www.10000recipe.com/recipe/6893869,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/09/7a5ceba8311ef90511ad0f0714ef37ec1_m.jpg,"차돌박이, 숙주나물, 청량고추, 간장, 굴소스, 소금, 후추, 참기름",10,3,117000,86
【간단보쌈김치】누구나 할수 있어요~!,https://www.10000recipe.com/recipe/6870735,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/03/eb6454fd32ea29d41a2cc48b5c4f7dda1_m.jpg,"큰무, 대파, 고춧가루, 설탕, 물엿, 액젓, 다진마늘, 소금, 천일염, 설탕",90,4,471000,347
"세발나물무침레시피, 건강은 기본, 새콤달콤한 맛은 덤",https://www.10000recipe.com/recipe/6895791,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/b474fca57fa791b5bc8b96fa964469dc1_m.jpg,"세발나물, 무, 고추장, 고추가루, 올리고당, 설탕, 식초, 소금, 참기름, 통깨, 다진마늘",10,2,128000,136
스팸감자조림 황금레시피,https://www.10000recipe.com/recipe/6918604,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/03/c91588f08cb0b63a0875b1042736b3dc1_m.jpg,"감자, 스팸, 양파, 진간장, 올리고당, 물, 식용유, 참기름",15,3,95000,98
초간단 에어프라이어 레시피 허니갈릭 쉬림프,https://www.10000recipe.com/recipe/6917366,https://recipe1.ezmember.co.kr/cache/recipe/2019/08/13/c31c29369441ed01c8045d7f0adbd37c1_m.jpg,"새우, 민트잎, 올리브오일, 꿀, 소금, 후추, 파슬리가루, 다진마늘",20,1,8086,1
딸기롤샌드위치 도시락 만들기♬,https://www.10000recipe.com/recipe/6835665,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/01/38ced30612e84211f486eb6eecc502921_m.jpg,"딸기, 딸기잼, 크림치즈, 식빵",30,2,58000,36
KFC 비스켓 만들기,https://www.10000recipe.com/recipe/4029217,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/20/387e1d4f6e17324947833c16509ed947_m.jpg,"박력분, 베이킹파우더, 달걀, 우유, 설탕, 소금, 버터",30,4,26000,12
고구마크로켓,https://www.10000recipe.com/recipe/4155214,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/cadc8830b84e8f0cd2221d26a92c02371_m.jpg,"고구마, 달걀, 당근, 양파, 햄, 슬라이스치즈, 소금, 후춧가루, 밀가루, 빵가루, 식용유",30,2,74000,26
【술도둑+밥도둑】고갈비 만들기~,https://www.10000recipe.com/recipe/6868528,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/16/d2cc46c2c5173fdbfac519ca7f961d7e1_m.jpg,"고등어, 양파, 땡초, 쪽파, 간장, 고춧가루, 맛술, 고추장, 다진마늘, 설탕",15,2,176000,132
아이반찬 - 쫀득한 감자조림,https://www.10000recipe.com/recipe/6876667,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/18/9570b6e3f8abc7bfe6e0773c4c4d3fe91_m.jpg,"감자, 올리고당, 맛술, 간장, 검은깨",30,2,14000,9
바나나치즈오믈렛 < 간단 조식 > 만들기 ,https://www.10000recipe.com/recipe/6925264,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/20/0e9c6660359b33c0a8fbfe784989f8111_m.jpg,"달걀, 바나나, 치즈",10,1,18000,28
백파더! 백종원의 참치동그랑땡 & 참치함박 & 참치캔 계량법까지! ,https://www.10000recipe.com/recipe/6938819,https://recipe1.ezmember.co.kr/img/icon_vod.png,"참치, 양파, 대파, 청양고추, 다진, 부침가루, 달걀, 간장, 설탕, 케찹, 버터, 물",20,2,36000,16
"[참치브로콜리주먹밥] 진짜 쉬운 다이어트도시락,건강식단/ 적은재료로 간단하게",https://www.10000recipe.com/recipe/6927414,https://recipe1.ezmember.co.kr/img/icon_vod.png,"밥, 참치, 브로콜리, 소금, 참기름, 깨, 김",15,2,28000,10
[영국주방] 부드럽고 담백한 플레인 스콘(Plain Scone),https://www.10000recipe.com/recipe/6889196,https://recipe1.ezmember.co.kr/cache/recipe/2018/05/19/d0931c9c29baea1589de0c4ca8cbf4751_m.jpg,"박력분, 베이킹파우더, 설탕, 소금, 차가운, 계란, 우유",60,4,26000,30
쥬키니 호박 반찬 만들기 / 쥬키니 덮밥 ,https://www.10000recipe.com/recipe/6922546,https://recipe1.ezmember.co.kr/img/icon_vod.png,"쥬키니, 양파, 대파, 다진, 고춧가루, 간장, 굴소스, 후춧가루, 계란, 식용유, 참기름, 쌀밥",20,1,8174,11
양파를 이용한 럭셔리한 다이어트식 시금치프리타타,https://www.10000recipe.com/recipe/6915873,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/15/86a9bf8ff59efe33076a1991b388144b1_m.jpg,"시금치, 양파, 새송이버섯, 비엔나소시지, 방울토마토, 달걀, 우유, 소금, 후추가루, 올리브유",30,3,63000,45
소세지김치컵밥 자취생이라면 도전! ,https://www.10000recipe.com/recipe/6904503,https://recipe1.ezmember.co.kr/img/icon_vod.png,"밥, 소시지, 김치
80g, 스트링치즈, 달걀, 고추장, 케찹, 설탕, 진간장",15,1,45000,18
달콤한 엄마표 딸기쨈쿠키 만들기 ♬,https://www.10000recipe.com/recipe/6837881,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/10/ed5383a442848a0d14a00aeb91933f8f1_m.jpg,"버터, 설탕, 소금, 달걀, 밀가루, 베이킹파우더, 딸기잼, 설탕",60,2,28000,36
에어프라이어로 아코디언 감자 만들기,https://www.10000recipe.com/recipe/6920952,https://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/ac5069aabd6752ae8019cdd74031b3531_m.jpg,"감자, 버터, 소금",60,1,37000,13
[간단 자취요리] 너무 맛있잖아...? 단짠 끝판왕! 파불고기 만들기,https://www.10000recipe.com/recipe/6874570,https://recipe1.ezmember.co.kr/img/icon_vod.png,"대패삼겹살, 대파, 간장, 설탕, 마늘, 맛술, 참기름, 간장, 설탕, 식초",30,1,46000,22
표고버섯 밥전,https://www.10000recipe.com/recipe/4291836,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/4b9669515ebbe969ca91a204c809d8551_m.jpg,"밥, 표고버섯, 쪽파, 달걀, 식용유, 맛술, 통깨, 소금",30,1,28000,9
초콜릿 크림치즈 컵케이크 만들기｜효썸,https://www.10000recipe.com/recipe/6905967,https://recipe1.ezmember.co.kr/img/icon_vod.png,"크림치즈, 무염버터, 설탕, 달걀, 바닐라익스트랙, 다크, 무염버터, 달걀, 설탕, 박력분, 베이킹파우더, 바닐라익스트랙",60,5,11000,10
"명란크림리조또, 우리집 쌀통을 거덜낼 맛의 치트키",https://www.10000recipe.com/recipe/6987900,https://recipe1.ezmember.co.kr/img/icon_vod.png,"밥, 우유, 생크림, 명란젓, 양송이버섯, 양파, 다진, 올리브오일, 후추, 명란젓, 파슬리가루",15,1,9737,5
오야꼬동만들기 너무쉬운 닭고기덮밥!,https://www.10000recipe.com/recipe/6870013,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/19/81a05635e856c34f92f1632bfffbb34d1_m.jpg,"닭고기, 양파, 계란, 파, 밥, 미림, 소금, 후추, 간장, 미림, 설탕, 물",15,2,286000,208
 베이컨 콩불,https://www.10000recipe.com/recipe/6858991,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/24/de7ca9f8351a0c26bc7ae1407ff957691_m.jpg,"베이컨, 콩나물, 당근, 청양고추, 양파, 팽이버섯, 대파, 고추장, 고춧가루, 다진, 참기름, 후추, 설탕, 간장, 매실청, 깨소금",30,3,36000,26
초코 킵펠 쿠키,https://www.10000recipe.com/recipe/6865162,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/13/66d8b679b18105f4e11a3d166acc85d01_m.jpg,"버터, 슈가파우더, 소금, 달걀, 박력분, 코코아파우더",30,4,12000,10
건강한 맛~쉬우면서 맛은 보장!! 브로콜리무침*^^*,https://www.10000recipe.com/recipe/6903689,https://recipe1.ezmember.co.kr/img/icon_vod.png,"브로콜리, 참기름, 깨, 다진마늘, 고운, 다진파",15,4,176000,136
갈릭치즈 브레드(롤빵) 만들기,https://www.10000recipe.com/recipe/6870508,https://recipe1.ezmember.co.kr/img/icon_vod.png,"강력분, 설탕, 소금, 인스턴트드라이이스트, 계란, 따뜻한우유, 무염버터, 가염버터, 설탕, 꿀, 다진마늘, 파슬리가루, 마늘버터, 체다",2,4,6970,6
오징어 다이어트요리. 오징어 야채말이 만들기. ,https://www.10000recipe.com/recipe/6963368,https://recipe1.ezmember.co.kr/cache/recipe/2021/08/12/1cb9d166e1af54ee4ad71ebe0e9ec35f1_m.jpg,"오징어, 노란파프리카, 빨강파프리카, 피망, 깻잎, 고추장, 올리고당, 식초, 깻가루, 다진마늘",60,2,12000,1
치킨 양념만들기,https://www.10000recipe.com/recipe/6880629,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/07/a60645470f211e4191ecc76c5460c6311_m.jpg,"물, 케찹, 고추장, 진간장, 다진마늘, 고춧가루, 올리고당",10,2,49000,24
모닝빵 속에 비엔나소세지를 콕콕!!!! 앙증 맞은 피자맛 모닝빵 ★,https://www.10000recipe.com/recipe/6923033,https://recipe1.ezmember.co.kr/img/icon_vod.png,"모닝빵, 비엔나, 토마토소스, 옥수수콘, 피자치즈, 파슬리, 케찹, 마요네즈",10,4,39000,20
초코칩컵케이크,https://www.10000recipe.com/recipe/6845665,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/30/1c16c59f5a0693a7755fa897af3b278f1_m.jpg,"박력분, 달걀, 설탕, 카놀라유, 우유, 무가당, 초코칩",60,3,13000,25
"오징어간장조림 만드는 법, 아이 반찬으로도 좋고 간단한 술안주로도 좋은 짭조름한 오징어 요리",https://www.10000recipe.com/recipe/6884022,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/14/c263ff147756198af8dc1b49476a34d81_m.jpg,"생물오징어, 슬라이스, 간장, 올리고당, 미림, 후추, 통깨",15,2,81000,28
[에어프라이어] 간단하고 맛있는 마약 토스트 만들기,https://www.10000recipe.com/recipe/6944647,https://recipe1.ezmember.co.kr/img/icon_vod.png,"식빵, 달걀, 마요네즈, 소금, 설탕, 파슬리",15,2,42000,49
감자요리 어디까지 해봤니? 초간단 떠먹는피자 만들기!,https://www.10000recipe.com/recipe/6831815,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/13/f3255f0944cd7a698ee485c802bf4a761_m.jpg,"베이컨, 감자, 옥수수콘, 토마토소스, 피자치즈, 양파",30,2,47000,29
폼나는 디저트!달콤한 딸기고구마 샐러드,https://www.10000recipe.com/recipe/6906787,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/17/044d02b27e8fd3ca0e11996723797d4a1_m.jpg,"삶은, 딸기, 마요네즈, 요거트, 꿀",10,1,12000,8
맛남의 광장 파개장,https://www.10000recipe.com/recipe/6930087,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/10/109dda7af8671c40ff165622f2606f101_m.jpg,"소고기, 대파, 당면, 소금, 후추, 국간장, 액젓, 육수, 다진마늘, 고추가루, 다진마늘, 청양고추, 간장, 물",30,3,21000,15
크림치즈 쿠키,https://www.10000recipe.com/recipe/1525724,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/30/0942fad0ceec80020093feb14d86baa7_m.jpg,"계란, 박력분, 베이킹, 크림치즈, 설탕, 버터",60,6,25000,32
입맛 돋는 양파볶음 만드는법,https://www.10000recipe.com/recipe/6877447,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/25/0242520589cd71f57e5b8dc405a83f2c1_m.jpg,"양파, 진간장, 고춧가루, 다진마늘, 설탕, 참기름, 통깨",10,2,100000,104
고소한 크림치즈 마들렌 만들기,https://www.10000recipe.com/recipe/6862416,https://recipe1.ezmember.co.kr/img/icon_vod.png,"크림치즈, 설탕, 계란(M), 바닐라익스트랙
또는, 박력분, 베이킹파우더, 무염버터",90,2,33000,36
고구마채 피자,https://www.10000recipe.com/recipe/6881948,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/08/701d13b26466f11d7627013de6a7c6a21_m.jpg,"고구마
대략400~450g, 체다치즈, 모차렐라치즈, 전분가루, 소금, 식용유",30,2,47000,19
패밀리레스토랑 부럽지 않은 홈스토랑 양송이수프!!,https://www.10000recipe.com/recipe/6859763,https://recipe1.ezmember.co.kr/img/icon_vod.png,"양송이버섯, 양파, 버터, 밀가루, 우유, 소금, 후추, 슬라이스치즈, 파슬리가루, 식빵",30,4,176000,142
닭봉카레구이♡닭고기 초간단요리,https://www.10000recipe.com/recipe/6895883,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/14/69cefccf4be5405c1d12dbcbc8af5f131_m.jpg,"닭봉, 우유, 카레가루",60,3,42000,34
배추된장무침 달달한 알배추와 구수한 된장 간단 밑반찬,https://www.10000recipe.com/recipe/6945566,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/03/8a20d226c37905e4c95c676f264c59481_m.jpg,"알배추, 굵은소금, 된장, 올리고당, 참기름, 간마늘, 깨소금",20,4,21000,12
얼큰한~ 소고기 감자국,https://www.10000recipe.com/recipe/6869294,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/04/6f7d152c65944186eb8373e758af0d841_m.jpg,"중간크기, 참기름, 식용유, 다진마늘, 대파, 고추가루, 소고기, 국간장, 물, 후추",30,2,100000,63
"아이반찬, 달큰해서 좋아하는 무조림",https://www.10000recipe.com/recipe/6862023,https://recipe1.ezmember.co.kr/img/icon_vod.png,"무
2cm너비, 국물용멸치, 물, 설탕, 간장, 청주, 다진마늘, 올리고당, 통깨
or",30,2,77000,51
무수분 감자조림만들기 쫀득한 식감이 정말 좋아요,https://www.10000recipe.com/recipe/6960458,https://recipe1.ezmember.co.kr/cache/recipe/2021/06/19/1f09c302c312ed49ed907d7d414f54271_m.jpg,"감자, 올리고당
또는, 간장, 맛술, 참기름, 통깨",20,3,20000,25
암예방레시피 깻잎 새우 삼각밥 ,https://www.10000recipe.com/recipe/6917064,https://recipe1.ezmember.co.kr/cache/recipe/2019/08/06/511c2911497dff95c5126726bfec74751_m.jpg,"손질한, 깻잎, 밥, 다진당근, 다진대파, 다진청양고추, 밀가루, 달걀, 포도씨유, 저염",30,1,23000,14
닭가슴살로 초간단 불닭마요덮밥 만들기♥ (마요네즈 가늘게 짜는 꿀팁),https://www.10000recipe.com/recipe/6925672,https://recipe1.ezmember.co.kr/img/icon_vod.png,"닭가슴살, 밥, 계란, 마요네즈, 김가루, 간장, 다진마늘, 올리고당, 굴소스, 미림, 설탕, 고춧가루, 청양고추",30,1,22000,21
삼겹살 간장조림 황금레시피,https://www.10000recipe.com/recipe/6907485,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/28/3fe3fde095eca6f90887edcd378142ef1_m.jpg,"돼지고기삼겹살, 마늘, 소금, 후춧가루, 청주, 간장, 청주, 맛술, 꿀, 생강가루, 참기름, 통깨, 식용유",60,2,118000,80
"아이반찬, 아이간식, 어묵전 만들기~",https://www.10000recipe.com/recipe/6882885,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/26/64f1764e5b6b1c5d27e56b9873f7a9e31_m.jpg,"사각어묵, 양파, 대파초록부분, 당근, 계란, 부침가루
가루다가능, 소금",15,3,35000,7
추석 베이킹ㅣ호두 만주 만들기,https://www.10000recipe.com/recipe/6856750,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/17/c0fc8e8a7d5954193f9f3f70be8e27f71_m.jpg,"박력분, 버터, 베이킹파우더, 소금, 물엿, 설탕, 계란, 팥앙금, 호두, 계란, 물",60,4,18000,22
브로콜리줄기들깨무침 줄기 버리지 마세요~ ,https://www.10000recipe.com/recipe/6986317,https://recipe1.ezmember.co.kr/img/icon_vod.png,"브로콜리, 들깨가루, 참치액젓, 들기름, 소금, 통깨",10,2,9887,8
초간단 너무 맛있는 호두 사블레 쿠키 | 안젤라베이킹,https://www.10000recipe.com/recipe/6916163,https://recipe1.ezmember.co.kr/img/icon_vod.png,"버터, 슈가파우더, 소금, 중력분, 박력분, 구운호두",2,4,6869,6
쫄깃한 가래떡을 넣은 가래떡불고기 ★ ,https://www.10000recipe.com/recipe/6922613,https://recipe1.ezmember.co.kr/img/icon_vod.png,"소고기, 가래떡, 표고버섯, 대파, 설탕, 간장, 맛술, 다진, 올리고당, 참기름, 후추",30,2,38000,14
치즈롤빵 만들기,https://www.10000recipe.com/recipe/3993704,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/79dd76e26f4f68258064210adcfb68ae_m.jpg,"강력분, 우유, 설탕, 소금, 드라이이스트, 버터, 슬라이스치즈",90,3,18000,15
♥[신혼밥상] 속이 꽉찬 삼겹살 뚱뚱말이,https://www.10000recipe.com/recipe/6918595,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/04/02d1b331131af7c3959eac746bf03c2d1_m.jpg,"대패삼겹살, 양배추, 숙주, 대파, 데리야끼소스, 돈가스소스",30,4,39000,3
"집밥백선생 레시피, 백종원 팽이버섯구이 맥주안주로 좋아요 ♬ ",https://www.10000recipe.com/recipe/6865825,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/24/fcc4bab944ddfd41add0fe955f05a19b1_m.jpg,"팽이버섯, 버터, 마늘, 쪽파
or, 소금",5,2,111000,46
[다이어트 군것질] 카레 병아리콩 스낵,https://www.10000recipe.com/recipe/6913288,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/04/5c4f97a83f54122846a4b5edd8cfa4491_m.jpg,"병아리콩, 카레가루",60,1,40000,20
두부 팽이버섯 조림 만들기!,https://www.10000recipe.com/recipe/6957391,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/26/6b1ecfeebb66c89dac103ad205a9323b1_m.jpg,"부침용, 팽이버섯, 양파, 대파, 청양고추, 국간장, 진간장, 굴소스, 물엿, 고추가루, 맛술, 다진마늘, 다시마, 들기름, 식용유, 후추",15,3,104000,99
"[밥반찬, 술안주] 담백한 두부로 만든 매콤달콤 두부강정 :: 닭강정 대신 두부강정",https://www.10000recipe.com/recipe/6834683,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/18/ceda4da617f2f24736636fed6054c5091_m.jpg,"두부, 대파, 생강, 고추장, 케첩, 간장, 굴소스, 올리고당, 설탕, 참기름, 청주, 식용유",30,1,60000,45
아이국 :: 나주식 곰탕 맛이 나는 소고기당면국,https://www.10000recipe.com/recipe/6935288,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/29/9349b1e553d16b6045106c2ece2c37a01_m.jpg,"한우양지, 당면, 계란, 대파
고명용, 물, 월계수잎, 통후추, 대파, 국간장, 다진마늘, 소금, 후추",60,4,66000,35
다이어트 요리 담백한 두부 스테이크,https://www.10000recipe.com/recipe/6928315,https://recipe1.ezmember.co.kr/cache/recipe/2020/03/12/c7de0c7563278b5e549f23bc42e08e9a1_m.jpg,"두부, 계란, 양파, 당근, 대파, 부침가루, 소금, 후추",15,2,29000,14
정말 맛있는 부추장떡 만들기,https://www.10000recipe.com/recipe/6956499,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/08/c61500a1b57726c6a3c11c57f5d182fa1_m.jpg,"부추, 팽이버섯, 청양고추, 홍고추, 계란, 식용유, 부침가루, 물, 고추장",30,3,53000,24
크린베리 호두 파운드 케이크,https://www.10000recipe.com/recipe/4014039,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/05/fe4625ed81f3481e16128978bda205161_m.jpg,"버터, 설탕, 달걀, 박력분, 베이킹파우더, 건조, 호두분태, 우유",60,6,41000,47
[간단 자취요리] 닭개장 재료가 이게 끝...?! 세상 제일 쉬운 닭가슴살 닭개장 레시피,https://www.10000recipe.com/recipe/6886282,https://recipe1.ezmember.co.kr/img/icon_vod.png,"닭가슴살, 무, 대파, 간장, 맛술, 고춧가루, 다진마늘, 된장, 물",30,1,180000,119
깻잎 삼각전,https://www.10000recipe.com/recipe/6915017,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/01/53c2c7cde5cb49d6d7e58d1f4c9bea661_m.jpg,"참치캔
200g, 깻잎, 달걀, 청양고추, 밀가루, 식용유, 소금",15,3,60000,30
옥수수빠스/맛탕,https://www.10000recipe.com/recipe/6899246,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/4d16c723f288672e1bf793c7a0b11e101_m.jpg,"옥수수, 식용유, 튀김가루, 물, 설탕, 식용유",30,2,21000,16
노버터 초코 크랙 쿠키,https://www.10000recipe.com/recipe/6843560,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/24/c58f2659cf569e4dc4ea0a22f173e8f91_m.jpg,"박력분, 흰설탕, 달걀, 코코아가루, 베이킹파우더, 포도씨유, 흰설탕
굴릴것, 슈가파우더
굴릴것, 초코칩
선택사항",30,6,23000,44
고추무침/오이고추의 아삭함/seasoned green pepper,https://www.10000recipe.com/recipe/6939740,https://recipe1.ezmember.co.kr/img/icon_vod.png,"오이고추, 된장, 고추장, 매실청, 설탕, 다진마늘, 참기름, 깨",15,4,19000,15
"[간단 자취요리] 자취생도 만든다! 김밥보다 쉬운 크래미롤, 캘리포니아롤 만들기",https://www.10000recipe.com/recipe/6863677,https://recipe1.ezmember.co.kr/img/icon_vod.png,"밥, 김, 오이, 크래미
1팩, 마요네즈, 돈가스소스, 식초, 설탕, 소금",60,2,98000,52
상큼달콤한 맛 다이어트에 좋은 채소 바나나샐러드,https://www.10000recipe.com/recipe/2659680,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/bb30ce0d0b4f70f8814454560c082768_m.jpg,"바나나, 파프리카, 방울토마토, 양상추, 플레인, 바나나",15,1,110000,25
11월11일에 챙겨야할 떡 레시피! 가래떡츄로스,https://www.10000recipe.com/recipe/6921948,https://recipe1.ezmember.co.kr/img/icon_vod.png,"가래떡, 계핏가루, 설탕",20,2,11000,8
닭가슴살 가지말이,https://www.10000recipe.com/recipe/6838940,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/01/93d4c4e1a4ca8a5baa58b9c7e47cc9ad1_m.jpg,"가지, 닭가슴살통조림, 피망, 무순, 양파, 다진마늘, 식초, 간장, 참기름, 통깨",15,2,41000,17
느타리버섯 볶음! 매콤한 버섯요리.,https://www.10000recipe.com/recipe/6955732,https://recipe1.ezmember.co.kr/img/icon_vod.png,"느타리버섯, 쪽파, 청양고추, 다진마늘, 물엿, 진간장, 고추장, 설탕, 고추가루, 참기름, 깨소금",15,4,48000,17
브로콜리 들깨무침【아이반찬】어린이집 레시피,https://www.10000recipe.com/recipe/6954539,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/02/e63df339cb28b874f35e0bd98cbbbe2b1_m.jpg,"브로콜리, 들깨가루, 멸치액젓, 소금",5,2,22000,18
칼칼한 낙지 맑은탕,https://www.10000recipe.com/recipe/6960810,https://recipe1.ezmember.co.kr/img/icon_vod.png,"낙지, 천일염, 무, 알배추, 청양고추, 홍고추, 대파, 다시마국물, 다진마늘, 참치액, 볶은소금, 후추",30,3,13000,2
"콩나물 목살찜, 콩나물과 깻잎의 매력적인 조합",https://www.10000recipe.com/recipe/6867683,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/29/d094ce07491184617d8b09b0429d06cc1_m.jpg,"콩나물, 돼지목살, 깻잎, 간장, 매실청, 고춧가루, 식초, 설탕, 다진, 대파, 청고추, 홍고추",30,3,59000,90
고소한 영양만점요리~ 버섯들깨탕(김진옥요리가좋다),https://www.10000recipe.com/recipe/6901357,https://recipe1.ezmember.co.kr/img/icon_vod.png,"표고버섯, 새송이버섯, 느타리버섯, 멸치다시마육수, 고운, 찹쌀가루, 양파, 대파, 다진마늘, 국간장, 소금",30,4,145000,96
파리바게트 한입쏙 토스트 만들기,https://www.10000recipe.com/recipe/6832416,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/31d36f6448e490f77b2265800e4a1e0e1_m.jpg,"베이컨, 식빵, 삶은계란, 계란물, 마요네즈, 후추",30,4,67000,39
쇠고기샐러드 부추양파 듬뿍 넣어 푸짐하게,https://www.10000recipe.com/recipe/6856330,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/02/aee53d170729fc58512197663f5bbffe1_m.jpg,"부채살
or, 부추, 양파, 통깨, 다진마늘, 청주, 후추, 양조간장, 레몬식초, 연겨자, 올리고당, 물",30,2,41000,17
하나만 먹어도 든든한 양배추 토스트,https://www.10000recipe.com/recipe/6940763,https://recipe1.ezmember.co.kr/cache/recipe/2020/09/03/8d976a007912a1b8c49bac1f1523689a1_m.jpg,"식빵, 양배추, 달걀, 버터, 소금, 설탕, 케찹",30,2,94000,47
새콤달콤한 프랑스 가정식! 산딸기 클라푸티,https://www.10000recipe.com/recipe/6891336,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/22/8e8dceede0ff18064205b64730f504f61_m.jpg,"달걀, 녹인, 우유, 설탕, 산딸기, 유기농, 맛술",30,2,6347,2
계란 새우볶음밥 만들기 굴소스로 쉽게 만들어요 ^^,https://www.10000recipe.com/recipe/6891445,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/25/62b8c78d8e273a77241b1a3c7d09f36b1_m.jpg,"밥, 양파, 대파, 당근, 계란, 굴소스, 소금, 참기름, 후춧가루, 통깨, 냉동새우살",15,2,373000,348
"초간단한 조리법, 개운한 양파 겉절이",https://www.10000recipe.com/recipe/4239361,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/24/1dca4aee594d04c8164f8de3edb02166_m.jpg,"양파, 통깨, 소금물, 멸치액젓, 고춧가루, 다진마늘, 설탕, 매실청",30,2,47000,16
다이어트식단 라이스페이퍼 새우부추달걀롤 만드는 법,https://www.10000recipe.com/recipe/6983575,https://recipe1.ezmember.co.kr/cache/recipe/2022/07/15/9676ae31a49f14cd09968ad1327dff831_m.jpg,"부추, 달걀, 냉동새우, 라이스페이퍼, 전분, 소금, 설탕, 후추, 미지근한물, 식용유, 다진마늘, 케첩, 물엿, 간장, 설탕, 후추, 식초, 고춧가루, 맛술",20,2,8906,5
 퐁당 쇼콜라 <초코 파운드 케이크 만들기>,https://www.10000recipe.com/recipe/6949102,https://recipe1.ezmember.co.kr/cache/recipe/2020/12/23/b24a18e6674d0823fe083e1b1dca90871_m.jpg,"박력분, 코코아가루, 베이킹파우더, 황설탕, 버터, 달걀, 다진, 건포도, 초코칩",60,4,8873,11
고구마 라자냐 자나,https://www.10000recipe.com/recipe/6845920,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/05/bf1d6d136f9ab969994c44e484fbdf771_m.jpg,"삶은, 모짜렐라치즈, 치즈, 스파게티소스, 핫소스",15,2,37000,15
밑반찬 꽈리고추닭가슴살볶음,https://www.10000recipe.com/recipe/6945221,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/07/28a51e93fa150e185925368afed7d6bf1_m.jpg,"꽈리고추, 닭가슴살, 양파, 마늘, 마른청양고추, 오일, 굴소스, 올리고당, 진간장, 맛술, 참기름, 설탕, 다진마늘, 후추",20,4,6803,4
